Year,ZipCode,Building_Category,Current_Value,Current_Maintenance,Senior Population
2011,V5L,Industrial,1543620.9439872818,214123.56496823218,1
2011,V5L,Industrial,2029663.0415853525,276952.53101762146,5
2011,V5L,Industrial,1397214.7511031562,206731.34516644842,6
2011,V5L,Industrial,1811437.1701191035,222957.57024163258,5
2011,V5L,Multiple Family Dwelling,928494.4565116764,247250.1937396773,58
2011,V5L,Multiple Family Dwelling,893784.7811607547,254136.9630550072,28
2011,V5L,One Family Dwelling,2067119.2526476833,235525.1509011709,26
2011,V5L,One Family Dwelling,2354561.8515764824,224083.81130671775,55
2011,V5L,One Family Dwelling,2031891.6572721049,283322.3050102983,52
2011,V5L,One Family Dwelling,1621417.4146650636,319550.35951498756,23
2011,V5L,One Family Dwelling,2137398.8083971827,226840.5123571365,74
2011,V5L,One Family Dwelling,1787500.4054556955,272182.5719472872,7
2011,V5L,One Family Dwelling,2273231.6547490866,226729.7724219837,29
2011,V5L,One Family Dwelling,1917512.5598559708,333234.3685985214,117
2011,V5L,One Family Dwelling,2220890.287602824,274063.60254458,8
2011,V5L,One Family Dwelling,1681724.1025167785,300398.90656429826,92
2011,V5L,One Family Dwelling,2390606.756721407,307295.0264897613,18
2011,V5L,One Family Dwelling,1805885.4957066777,321290.3037162163,173
2011,V5L,One Family Dwelling,2312520.0885225018,298872.48036696255,57
2011,V5L,One Family Dwelling,1949502.8481326005,225127.35681478525,141
2011,V5L,One Family Dwelling,2102345.618033092,335004.32681803766,25
2011,V5L,One Family Dwelling,1725772.4684048134,281250.1937105305,170
2011,V5L,One Family Dwelling,2015017.526865058,274535.1384750311,67
2011,V5L,Two Family Dwelling,1284090.8896700046,203260.69698809943,61
2011,V5L,Two Family Dwelling,1464315.1630680277,162164.62543645376,76
2011,V5L,Two Family Dwelling,1289194.4152016998,194837.15825530715,8
2011,V5L,Two Family Dwelling,1387996.7628266446,159332.8821012631,19
2011,V5L,Two Family Dwelling,1207911.1487652294,154621.877747476,128
2011,V5L,Two Family Dwelling,1662839.7077627839,160227.09871714067,94
2011,V5L,Two Family Dwelling,1472060.2176277079,221720.13021100685,56
2011,V5L,Two Family Dwelling,1220063.1488577325,170270.03714023347,13
2011,V5L,Two Family Dwelling,1288652.0362030293,149604.2708792574,102
2011,V5M,Commercial,989399.5708872108,206413.0766289733,47
2011,V5M,Commercial,1170280.4846557807,234027.42436961085,36
2011,V5M,Commercial,1344417.779927529,235798.81171662392,49
2011,V5M,Commercial,998758.4595265795,198582.40666041613,10
2011,V5M,Commercial,1177478.7242519362,174245.06948337183,3
2011,V5M,Commercial,1358338.8429462556,237626.567066763,21
2011,V5M,Commercial,990676.3362508968,221046.28256506854,41
2011,V5M,Commercial,1018885.5392570188,219357.0388302759,44
2011,V5M,Commercial,1368241.510952925,206666.78870855644,41
2011,V5M,Commercial,1424883.6372986212,184069.27326341724,20
2011,V5M,Commercial,971343.349643767,189913.8946653941,44
2011,V5M,Commercial,1183456.610220808,166465.88640773736,9
2011,V5M,Commercial,1291212.9776051547,180286.50587089622,7
2011,V5M,Commercial,1246679.8102327066,235688.84797773676,24
2011,V5M,Comprehensive Development,1005612.0105308436,280647.96085911314,1
2011,V5M,Comprehensive Development,1132495.192617364,307962.2656895321,24
2011,V5M,Comprehensive Development,842338.2899888818,328684.3977802937,21
2011,V5M,Comprehensive Development,1070803.2344874614,370869.5143732823,6
2011,V5M,Comprehensive Development,776975.8863083752,319246.98598864535,44
2011,V5M,Comprehensive Development,808137.0259372303,289602.3616021772,35
2011,V5M,Comprehensive Development,1051073.620268202,354705.9282399781,50
2011,V5M,Historic Area,1219619.8223211267,222066.101856392,45
2011,V5M,Historic Area,1343453.804127041,188556.12956357704,42
2011,V5M,Historic Area,1542809.148572114,181805.13461663737,19
2011,V5M,Historic Area,1365934.0767318849,198676.5088914941,21
2011,V5M,Historic Area,1443253.7392914575,182097.93793290944,96
2011,V5M,Historic Area,1449051.5629536356,216042.74436505567,1
2011,V5M,Historic Area,1172771.9634416937,196847.67811097822,33
2011,V5M,Historic Area,1287181.4923104437,226979.71094418032,58
2011,V5M,Historic Area,1074730.7481129838,192727.6514040544,42
2011,V5M,Historic Area,1318414.3859032993,188026.8398628337,13
2011,V5M,Historic Area,1463389.88335737,207129.58605091533,62
2011,V5M,Historic Area,1107075.351223567,168142.35659348415,67
2011,V5M,Historic Area,1532408.8732654299,228385.18159679248,80
2011,V5M,Historic Area,1221263.5232254078,189439.9552893562,96
2011,V5M,Historic Area,1099329.8048053985,190244.16043123606,29
2011,V5M,Historic Area,1451232.0676454331,239554.65947626604,7
2011,V5M,Historic Area,1248972.7549731706,166182.53440627365,64
2011,V5M,Historic Area,1177239.549924204,193993.17137539346,64
2011,V5M,Historic Area,1325919.4712641845,195341.96489550502,23
2011,V5M,Industrial,1591572.8502402643,280692.4455530086,5
2011,V5M,Industrial,2048357.829608166,248903.9837253926,1
2011,V5M,Industrial,1907656.6963135088,251460.73609731195,3
2011,V5M,Industrial,2011243.7260869478,194410.26699060196,6
2011,V5M,Industrial,1493246.6083822562,244125.8815162669,8
2011,V5M,Industrial,1532410.4097989872,248514.78026506645,0
2011,V5M,Industrial,1854040.5774688493,209614.04271391025,9
2011,V5M,Industrial,1720425.3315392064,241607.42705207903,0
2011,V5M,Industrial,1947618.1175887089,257800.28173577366,7
2011,V5M,Industrial,1733466.2196913827,203960.63770184678,2
2011,V5M,Multiple Family Dwelling,962777.8207447181,243264.75412337427,54
2011,V5M,Multiple Family Dwelling,961743.3344156891,234841.83690197472,60
2011,V5M,Multiple Family Dwelling,863672.9674128679,273012.1704590431,88
2011,V5M,Multiple Family Dwelling,861902.3601570207,258052.23862011643,15
2011,V5M,One Family Dwelling,1758204.7797811923,299737.16120770597,138
2011,V5M,One Family Dwelling,2060633.526776231,297192.14606087067,58
2011,V5M,One Family Dwelling,2268239.173990064,267179.4104412252,153
2011,V5M,Two Family Dwelling,1232126.9404430548,164355.99032439393,64
2011,V5M,Two Family Dwelling,1407834.937522192,205582.41670143485,37
2011,V5M,Two Family Dwelling,1593054.272919657,197742.7913928055,69
2011,V5M,Two Family Dwelling,1682716.701412228,211509.1792196543,56
2011,V5M,Two Family Dwelling,1317627.9386654308,180630.37765282183,19
2011,V5M,Two Family Dwelling,1529772.6181904045,186186.82599674756,23
2011,V5M,Two Family Dwelling,1586475.5330163473,207735.4447573821,30
2011,V5M,Two Family Dwelling,1435060.6702251981,172435.979724187,10
2011,V5M,Two Family Dwelling,1414004.2903061637,149282.16405917957,47
2011,V5M,Two Family Dwelling,1214452.5927855454,210174.4753720182,4
2011,V5M,Two Family Dwelling,1440830.4248451013,172762.56446491493,103
2011,V5M,Two Family Dwelling,1588105.1202410024,216700.59872388904,71
2011,V5M,Two Family Dwelling,1150018.2750734726,163193.72072035863,120
2011,V5M,Two Family Dwelling,1391287.959006411,210409.9209647224,46
2011,V5M,Two Family Dwelling,1415452.878508813,212729.8535743362,21
2011,V5N,Commercial,975159.7951167115,176215.87417275473,7
2011,V5N,Commercial,1356954.8947480265,185182.2605937441,29
2011,V5N,Commercial,1368769.974001691,168763.03017950783,32
2011,V5N,Commercial,1131309.6761594203,235954.22897112046,37
2011,V5N,Comprehensive Development,1048735.9717511877,363805.1274317752,32
2011,V5N,Comprehensive Development,1003788.8950167976,358373.96468212537,17
2011,V5N,Comprehensive Development,813635.5705594133,326326.47523471055,25
2011,V5N,Comprehensive Development,915384.9966233424,336302.41515616135,38
2011,V5N,Comprehensive Development,895431.0905199059,279314.0777741973,16
2011,V5N,Comprehensive Development,802831.6849384663,327491.839691795,46
2011,V5N,Comprehensive Development,906649.1200929382,349318.8881047458,36
2011,V5N,Comprehensive Development,992722.9637708118,332352.53027145634,18
2011,V5N,Comprehensive Development,1120876.0194356316,273662.70152570045,35
2011,V5N,Comprehensive Development,1130059.1152428985,301312.81432700064,5
2011,V5N,Comprehensive Development,1134622.2852479594,351079.8656201565,27
2011,V5N,Comprehensive Development,1080566.736521039,287819.86276930466,45
2011,V5N,Comprehensive Development,855384.8021847046,359516.4262739313,9
2011,V5N,Comprehensive Development,992643.448587895,305227.21355671826,45
2011,V5N,Comprehensive Development,984924.299770874,289105.6140808201,31
2011,V5N,Comprehensive Development,810267.0980227457,316979.3469220673,28
2011,V5N,Comprehensive Development,969875.250379159,313200.01038307446,15
2011,V5N,Comprehensive Development,796364.4357341025,353482.3233764131,43
2011,V5N,Comprehensive Development,1015385.2318049608,356762.0921681105,37
2011,V5N,Historic Area,1380788.2761532452,175318.17194321755,93
2011,V5N,Historic Area,1495069.3924783159,235276.89633877343,7
2011,V5N,Historic Area,1156366.0193301623,165965.67558607925,88
2011,V5N,Historic Area,1434958.6494787708,195919.9464989939,50
2011,V5N,Historic Area,1501530.1876292834,203978.32505638505,24
2011,V5N,Historic Area,1482134.1441988046,204988.20968341737,72
2011,V5N,Historic Area,1454664.839121135,222693.2105923415,41
2011,V5N,Historic Area,1423334.4121552708,228478.61074465,94
2011,V5N,Historic Area,1160977.8862507949,234615.44654713804,0
2011,V5N,Historic Area,1295740.6079845638,180973.6722101409,53
2011,V5N,Historic Area,1100602.5959996032,234765.13042394904,77
2011,V5N,Historic Area,1417174.398417853,226781.84165416716,34
2011,V5N,Industrial,1458881.108251758,259309.40849542993,4
2011,V5N,Industrial,1823034.9832023487,232052.7202176621,8
2011,V5N,Industrial,1977562.1130361587,282082.5365081621,6
2011,V5N,Industrial,1700058.1446871602,277620.9195014439,1
2011,V5N,Industrial,1800107.1301289517,283827.39727848745,7
2011,V5N,Industrial,1409924.6193810175,220053.57376964996,3
2011,V5N,Industrial,1909206.2988587169,208066.60182816137,0
2011,V5N,Industrial,1468225.22417457,222089.52421679124,1
2011,V5N,Industrial,1497616.897860814,207267.4622325975,9
2011,V5N,Industrial,1849129.0481282356,285427.1739256144,1
2011,V5N,Industrial,1880483.2166912297,230180.61647052705,5
2011,V5N,Industrial,2021398.8893625126,266485.340354132,8
2011,V5N,Industrial,1681588.4809971787,243899.01285540464,6
2011,V5N,Industrial,1952144.4417533118,204755.56117716443,3
2011,V5N,Industrial,1476755.064329675,219501.4866840491,2
2011,V5N,Industrial,1786193.1823574086,223156.85573846314,10
2011,V5N,Industrial,1433451.2759170863,267426.78611245175,7
2011,V5N,Industrial,1849849.3084981241,206145.36137782788,0
2011,V5N,Industrial,1726197.4955331534,248149.27750733984,4
2011,V5N,Industrial,1476850.9663990927,286218.77795913187,9
2011,V5N,Multiple Family Dwelling,719318.4274901245,243196.16819865204,3
2011,V5N,Multiple Family Dwelling,943096.227360564,221507.21601489562,73
2011,V5N,Multiple Family Dwelling,739400.3914210426,249416.67138656272,55
2011,V5N,Multiple Family Dwelling,744563.0782877099,282980.7467648744,42
2011,V5N,Multiple Family Dwelling,821151.8380193391,213348.27399527494,59
2011,V5N,Multiple Family Dwelling,744817.9564569201,209445.27167851696,64
2011,V5N,Multiple Family Dwelling,806428.3046059168,245721.2818657639,39
2011,V5N,Multiple Family Dwelling,857094.289173397,250029.42490128826,41
2011,V5N,Multiple Family Dwelling,789892.9931730134,270780.55739557947,45
2011,V5N,Multiple Family Dwelling,850489.0940836321,291307.3101720565,82
2011,V5N,Multiple Family Dwelling,949732.073041847,308785.31462381355,18
2011,V5N,Multiple Family Dwelling,895500.4977108188,239647.34712605862,9
2011,V5N,Multiple Family Dwelling,962414.6386942103,240483.1099387799,41
2011,V5N,Multiple Family Dwelling,960315.7654238442,251979.8942848322,10
2011,V5N,One Family Dwelling,1628458.0951006508,224264.22701428892,97
2011,V5N,One Family Dwelling,2010220.677191129,251937.0535137571,61
2011,V5N,One Family Dwelling,2085353.2280598152,241298.3238401118,102
2011,V5N,One Family Dwelling,2292391.320162218,327247.78037167643,130
2011,V5N,One Family Dwelling,2138173.223545496,231677.79280752616,134
2011,V5N,One Family Dwelling,2302307.7292211177,309570.0579908291,104
2011,V5N,One Family Dwelling,1740736.5940903807,260099.18826989437,126
2011,V5N,One Family Dwelling,2397486.4469764377,248331.565914528,5
2011,V5N,One Family Dwelling,2166325.5185920913,298850.77271900635,110
2011,V5N,One Family Dwelling,1801840.8525430553,312577.7837498291,14
2011,V5N,One Family Dwelling,1841683.2065240475,242447.96604296856,6
2011,V5N,One Family Dwelling,1763356.6255180666,293359.15656140255,146
2011,V5N,One Family Dwelling,1777105.8652090554,267495.3670098688,143
2011,V5N,One Family Dwelling,1866766.4016158604,281232.3791628421,7
2011,V5N,One Family Dwelling,1996157.2970578251,251047.7869932824,17
2011,V5N,One Family Dwelling,1789229.7846816394,239471.32455067243,124
2011,V5N,One Family Dwelling,2198746.7423205436,270458.7661523973,129
2011,V5N,Two Family Dwelling,1500930.410133699,221006.61196692393,98
2011,V5N,Two Family Dwelling,1584816.385305624,167583.8586321894,108
2011,V5N,Two Family Dwelling,1622967.7417359222,196948.94718914773,14
2011,V5P,Commercial,1165688.4440458892,177405.7465310159,11
2011,V5P,Commercial,1292058.250301586,188885.30237690304,42
2011,V5P,Commercial,1380448.7625421514,186711.84215615215,20
2011,V5P,Commercial,1208548.200816662,195729.54386830112,19
2011,V5P,Commercial,1131446.3890320933,174716.8471220224,8
2011,V5P,Commercial,1072333.9553452956,234438.28067966073,36
2011,V5P,Comprehensive Development,983358.8997626728,309730.327330778,7
2011,V5P,Comprehensive Development,830421.2344855721,327857.0533485405,13
2011,V5P,Historic Area,1498098.9130638577,218835.4173460308,60
2011,V5P,Historic Area,1531099.499238577,219243.47478684317,8
2011,V5P,Historic Area,1268281.482278501,194792.71657204127,81
2011,V5P,Industrial,1819659.4554266774,222510.2546818494,8
2011,V5P,Industrial,1622619.198409934,241665.74173329287,3
2011,V5P,Industrial,1446612.6559623417,221261.3873056199,5
2011,V5P,Industrial,1676097.0736027092,251242.08941000048,9
2011,V5P,Industrial,1990444.235772702,254958.47120562187,8
2011,V5P,Industrial,1468546.558479105,195363.8638405055,1
2011,V5P,Industrial,1663516.1691227676,287400.50076598104,10
2011,V5P,Industrial,2017481.8098065052,208572.00705948065,5
2011,V5P,Industrial,1642840.970064283,219598.67001186134,9
2011,V5P,Industrial,1472341.3435527796,215186.95744407538,1
2011,V5P,Industrial,1565707.1430336423,205420.3979862856,5
2011,V5P,Industrial,1668338.6081756111,240165.33759451154,4
2011,V5P,Industrial,1850038.723343554,203277.00857813377,6
2011,V5P,Industrial,1857489.9119194837,222736.38922704762,1
2011,V5P,Industrial,1524201.1921316062,245693.00781704474,5
2011,V5P,Industrial,1738879.823309461,231364.5731030415,3
2011,V5P,Industrial,1521627.1182358211,218396.15226650558,10
2011,V5P,Industrial,1885064.4345608945,205284.67716644792,3
2011,V5P,Multiple Family Dwelling,659078.8419310938,217076.56224713553,64
2011,V5P,Multiple Family Dwelling,783621.4106964291,282352.7431849132,91
2011,V5P,Multiple Family Dwelling,873910.8077333731,291970.5125577755,12
2011,V5P,Multiple Family Dwelling,950505.271909708,250555.0977299468,55
2011,V5P,Multiple Family Dwelling,921795.1399298904,247060.58085580106,69
2011,V5P,Multiple Family Dwelling,724769.7897137862,297264.2760577039,64
2011,V5P,Multiple Family Dwelling,920714.2701152401,303252.75403241534,73
2011,V5P,Multiple Family Dwelling,729950.0257075393,293687.1057610213,24
2011,V5P,Multiple Family Dwelling,923385.2526323351,212733.16756613762,45
2011,V5P,Multiple Family Dwelling,853072.6345314896,301967.6873414177,24
2011,V5P,Multiple Family Dwelling,807489.3238606009,265546.6986518222,82
2011,V5P,Multiple Family Dwelling,826560.9492936834,221485.10505201004,52
2011,V5P,Multiple Family Dwelling,922613.9530826408,262715.48489426484,62
2011,V5P,One Family Dwelling,2220160.3253875235,258902.35582207126,84
2011,V5P,Two Family Dwelling,1266975.6791307651,203660.66689348634,82
2011,V5P,Two Family Dwelling,1237172.1445273382,174124.73298655087,99
2011,V5P,Two Family Dwelling,1324405.092063118,174983.8736148961,62
2011,V5P,Two Family Dwelling,1340249.1328648664,178010.5835664333,112
2011,V5P,Two Family Dwelling,1143590.7136440908,177331.24279151272,126
2011,V5P,Two Family Dwelling,1632408.3117791594,161022.6758986752,23
2011,V5P,Two Family Dwelling,1660785.5213804604,170131.12293380944,38
2011,V5P,Two Family Dwelling,1316624.022514671,174472.96995636253,18
2011,V5P,Two Family Dwelling,1645442.4752112168,196244.2746502761,11
2011,V5P,Two Family Dwelling,1631258.6996092917,172666.38115356586,73
2011,V5P,Two Family Dwelling,1657860.366948886,156006.0020613795,25
2011,V5P,Two Family Dwelling,1454887.9254458654,184192.09844659382,53
2011,V5P,Two Family Dwelling,1329997.186733986,190737.6936245427,87
2011,V5P,Two Family Dwelling,1175270.7186584268,193075.7970781577,118
2011,V5P,Two Family Dwelling,1262823.0761986808,197459.52450963933,98
2011,V5P,Two Family Dwelling,1187539.436538281,180328.17105636082,17
2011,V5P,Two Family Dwelling,1355449.526781685,162574.87285175224,52
2011,V5P,Two Family Dwelling,1248885.3275108833,154524.08974214306,106
2011,V5P,Two Family Dwelling,1405736.8689954712,177522.03479799363,80
2011,V5P,Two Family Dwelling,1142675.3214699207,207327.39457022861,6
2011,V5R,Commercial,1261156.1796130696,171770.20390966412,19
2011,V5R,Commercial,1255439.4230454406,189832.30677656716,33
2011,V5R,Commercial,1139463.5007501026,208823.0644446359,46
2011,V5R,Commercial,1264521.088062863,208160.32136457335,26
2011,V5R,Commercial,1022619.3105950687,237454.12863179043,10
2011,V5R,Commercial,1118107.601388129,168955.5385181486,50
2011,V5R,Commercial,1164643.3858131277,204452.85561506447,20
2011,V5R,Commercial,990075.1710013063,213420.80446354861,8
2011,V5R,Commercial,1008642.1137474111,208764.3970441853,38
2011,V5R,Commercial,1224841.6196171655,239949.3038020219,28
2011,V5R,Commercial,1107534.1769432228,224012.57857432187,38
2011,V5R,Commercial,1364209.417831912,232292.46500950304,34
2011,V5R,Commercial,1138157.4496374538,228744.99213977798,30
2011,V5R,Commercial,1394817.2573945615,173995.4863863204,6
2011,V5R,Commercial,1084674.2832182015,220256.7160394889,32
2011,V5R,Commercial,1408178.9579759785,185012.7828789036,3
2011,V5R,Commercial,999599.867323288,169647.30249066278,22
2011,V5R,Commercial,1174476.27487334,224789.40626586392,9
2011,V5R,Commercial,1171858.5246119834,162725.0033854099,16
2011,V5R,Commercial,1027800.6599202525,222494.78786840418,28
2011,V5R,Comprehensive Development,1052198.9870762741,334391.31128722214,27
2011,V5R,Comprehensive Development,907877.3602444837,345211.0274644845,3
2011,V5R,Comprehensive Development,997662.0132433934,326316.2049194907,42
2011,V5R,Historic Area,1068119.277746167,177593.56574399,20
2011,V5R,Historic Area,1194362.4840603417,210980.30913011834,67
2011,V5R,Historic Area,1324373.9219197484,211450.26450547407,55
2011,V5R,Historic Area,1077529.8224455572,203619.69722848258,65
2011,V5R,Historic Area,1543781.838609995,219406.78842227257,92
2011,V5R,Historic Area,1262722.339987193,233612.52823233863,97
2011,V5R,Historic Area,1540933.5594587969,182029.51793815984,94
2011,V5R,Historic Area,1078630.4640012758,162444.952664903,77
2011,V5R,Historic Area,1459179.8124076219,234714.39495234945,24
2011,V5R,Historic Area,1079057.203002303,169101.20113499646,82
2011,V5R,Historic Area,1330151.2444688564,225350.48643556717,3
2011,V5R,Historic Area,1123902.8678296146,179812.40912417602,25
2011,V5R,Historic Area,1090687.7568698204,180921.3167887243,4
2011,V5R,Historic Area,1045391.8550417545,226524.1549888472,8
2011,V5R,Historic Area,1333314.3421139095,231341.60482107796,0
2011,V5R,Industrial,1635700.3466408243,277558.90308198135,2
2011,V5R,Industrial,1948245.6001879089,259453.17254036406,2
2011,V5R,Multiple Family Dwelling,854961.3742444048,224519.72262092252,58
2011,V5R,Multiple Family Dwelling,830278.626783774,287378.2153051776,71
2011,V5R,Multiple Family Dwelling,812497.8624198649,277895.3561345822,91
2011,V5R,Multiple Family Dwelling,869109.5830451568,235983.88440490828,44
2011,V5R,Multiple Family Dwelling,688987.8833954375,266713.35910521715,48
2011,V5R,Multiple Family Dwelling,788368.0202001155,284193.31594078237,90
2011,V5R,Multiple Family Dwelling,952893.6553563084,311723.6340547437,39
2011,V5R,Multiple Family Dwelling,976679.9898884592,219860.6142726602,52
2011,V5R,Multiple Family Dwelling,840215.25616115,226841.63914452298,47
2011,V5R,Multiple Family Dwelling,695446.6837854866,221766.84965995478,1
2011,V5R,Multiple Family Dwelling,761402.4884628236,219959.68836537545,71
2011,V5R,Multiple Family Dwelling,912787.7083311154,250522.98199002907,25
2011,V5R,Multiple Family Dwelling,873534.294359404,261873.84910533967,51
2011,V5R,Multiple Family Dwelling,745191.6726044152,258740.1328740173,29
2011,V5R,One Family Dwelling,2355985.5684938175,246256.11529116228,136
2011,V5R,One Family Dwelling,1625831.1191744441,242308.10399300876,122
2011,V5R,One Family Dwelling,2019962.3594663364,331930.0438524697,50
